username,timestamp,likes,komentar
mrss_yls,15/5/2026, 12.37.59,0,"Orang muda, sukses, kaya  jujur  jangan mau masuk kepolitik dan pemerintahan.  Nadiem contoh real yg jadi korban tumbal"
radius_fokus,15/5/2026, 12.36.59,0,"nadiem for presiden"
prionotani,15/5/2026, 12.28.35,0,"Kyk drama permainan jdxa,"
usahakuhappy,15/5/2026, 12.26.50,0,"Intinya tumbal pak😢"
yenni.agt,15/5/2026, 12.23.37,0,"Lalu harus gimana?? Klw keadilan, kejujuran, dinegri sendiri malah bikin nelangsa. Apakah boleh bersatu demo"
paregott25,15/5/2026, 12.20.43,0,"info demo"
yon.wiyono.1,15/5/2026, 12.13.45,0,"Semangat pak nadiem Allah selalu bersamamu"
mientjejoseph070858,15/5/2026, 12.10.33,0,"Hukum sdh terlalu di mainkan  Negara ini hanya milik segelintir org."
andra_rra,15/5/2026, 12.10.12,0,"yang 271t aja ga sampe 6 tahun"
gus_tengik,15/5/2026, 11.54.50,0,"Nunggu ganti rezim anti termul pada tau rasa"
negi_springfield710,15/5/2026, 11.44.11,0,"Anjing giliran Harvey Moeis GK segitu"
razzelle_,15/5/2026, 11.41.44,0,"""Saya sudah tidak tau lagi harapan  anak anak muda di negara ini""😢"
muhammadrahum,15/5/2026, 11.38.50,0,"Ya hasilnya silahkan tanggung,"
muhammadrahum,15/5/2026, 11.38.26,0,"Maaf ya pak nadien,tak ada gunanya lagi berkoar-koar,yg jelas loh sdah makan asam garamnya dan sedikit atau bnya sdah menikmati kekuasaan!!"
sakinahmart1,15/5/2026, 11.31.16,0,"Guwe percaya dia tidak bersalah.."
luthfi_ilyas12,15/5/2026, 11.28.39,0,"Mau ngeruk saham gojek tuhh ngasi uang pengganti segitu"
niarrmasseno,15/5/2026, 11.28.33,0,"Itu dia pak makanya jngn pernah mau ikuti arahan jokowi krna ujung2nya pasti yg jalankan perintahnya itu yg jadi tumbal makanya pak @aniesbaswedan lbh milih DIPECAT dari pd ikuti arahannya dia"
hemisu_emi,15/5/2026, 11.27.39,0,"Enakan jadi anak buah jokowi 😂 baru pada melek lu skrg ."
zririn06,15/5/2026, 11.21.53,0,"H4k1m tolol"
angidachuha,15/5/2026, 11.03.36,0,"KALO PENJAHAT JUJUR TAK ADA PENJARA"
syaifullahfrds_,15/5/2026, 10.55.10,0,"Susah om lawan gorosei, MC kagak nongol2"
ebyisnaini22,15/5/2026, 10.46.07,0,"Negara Konoha😢"
ozafachzy,15/5/2026, 10.43.46,0,"Speak up terus, karena dalangnya aja bisa seliwiran, disembah padahal tersangka bidap ga sih jokowi"
yohanesyustian,15/5/2026, 10.43.21,0,"Namanya juga INDOG! INDOG memang 👍"
guntur_226,15/5/2026, 10.39.37,0,"Kalau ada bukti kenapa ga dilaporkan.. jangan koar2 diluar sidang.. ga da gunanya"
duyeh.a,15/5/2026, 10.38.41,0,"Pinter hebat tapi bis dikadalin"
rimero1189,15/5/2026, 10.27.10,0,"IKN itu merugikan tapi kok nggak ada yang diadili"
chieelin.3,15/5/2026, 10.18.31,0,"😂😂"
khoiri_212,15/5/2026, 10.15.40,0,"INDONESIA HARUS MERDEKA DARI PEMERINTAH KORUPSI"
anggaks____,15/5/2026, 10.13.29,4,"KASUS SEBESAR INI PRESIDEN TUTUP MATA KAN LUCU BANGEY YA😂"
