username,timestamp,likes,komentar
bintangkurnia910,8/2/2026, 09.56.23,0,"Dari 12 pejabat dan 6 staff yg berkorupsi, kok yg ditersangkakan cm pak Nadiem,, ini gilaa gk masuk logikaa kiiiids... 😢"
andrewtmuk2008,8/2/2026, 09.55.34,0,"Kudu dibongkar habis"
dss.ngg,8/2/2026, 09.54.34,0,"Dilema fiskal pemerintah, produktifnya ke dompet pejabat lol"
eric_sipetomarajo,8/2/2026, 09.54.28,0,"Wahyu ngapain sih ikut2 35 jta,,"
radenmas_soebroto,8/2/2026, 09.54.22,0,"Bos nya siapa?"
ezzaezzeezzo,8/2/2026, 09.52.49,0,"Saya yakin anda orang baik ❤️"
hobby.oby,8/2/2026, 09.52.34,0,"Atas bersih tapi bawahnya kotoran semua 😢"
donibozonk,8/2/2026, 09.52.04,0,"Bersihkan Nama Mas Nadim. Pejuang Era Digital berjasa Untuk Guru dan Go Jek 💯🇮🇩"
dee2.arisandi,8/2/2026, 09.50.01,0,"Lppppp"
rndh012,8/2/2026, 09.49.03,0,"gw sangka bos2 itu pinter2..ternyata lebih najis dr binatang2 drajatnya"
fryphoo,8/2/2026, 09.47.44,0,"Smua hal seperti itu sdh lazim di pemerintahan, so @dpr_ri @puanmaharaniri  yakin blm urgent mengeluarkan UU perampampasan aset koruptor, lucu kalian smua dan seolah TDK ada masalah....ar"
takut.daging.babi,8/2/2026, 09.45.17,0,"terus nadimnya dimana?"
fajrisuf,8/2/2026, 09.44.51,0,"Nyam nyam nyam pemerintah dan para staf sampe kebawahnya yang tidak tahu menahu tapi tidak mau mencari tahu ❤️"
mamoissz,8/2/2026, 09.42.57,0,"Anjing pejabat anjing, babi lu semua yg korup. Susah sekeluarga kek"
lyns.desire,8/2/2026, 09.35.30,0,"😢😢😢😢hukum yg menyedihkan"
pacekreatif,8/2/2026, 09.34.23,0,"Begitu permainan di negara ini"
gita_aracapip,8/2/2026, 09.33.55,0,"Bagian dari tanggung jawab pimpinan"
dian.rufal,8/2/2026, 09.32.36,0,"Yah. Mana bisa. Saat Kerja jadi menteri tapi malah banyak di Singapore. Ya dikadalin lah"
usdzi,8/2/2026, 09.31.17,0,"ngerrrii kali, beneran jadi tumbal proyek ne mas nadiem"
isybelharto,8/2/2026, 09.27.27,0,"Proyek 3T, Terimakasih Terimakasih Terimakasih"
dikoaditama,8/2/2026, 09.26.27,0,"Coba dong tolong MBG diusut, program kebanggaan si bapak kita itu"
narnowin71,8/2/2026, 09.25.24,0,"Judul lagu iwan fals bongkar"
yunidesak,8/2/2026, 09.21.02,0,"@bongbygiri"
bagusderipple,8/2/2026, 09.18.57,0,"Gw masih percaya Nadiem ga bersalah"
aing.as,8/2/2026, 09.18.53,0,"Ibu Pertiwi hbis dirusak para elit tk brmoral"
ikromnurwandi,8/2/2026, 09.18.44,0,"Kannnn ada nama muhamad hasbinya😂"
welanu,8/2/2026, 09.18.02,0,"@nek_ra_udan wuidihhh.... Yang bilang itu Rasulullah dan Umar bi Khattab lho"
diasditya,8/2/2026, 09.17.26,0,"Kalo atas bawah gak sinergi yang positif mau sampe kapanpun programnya bakal gak beres."
didit4093,8/2/2026, 09.14.45,0,"Kpn jkowi mau ubah sistem komunis di terakin PKI. Dasar pra koruptor berlindung di balik rkyt yg tolol😂"
bethnababan,8/2/2026, 09.13.28,0,"Atas, lempeng. Bawah, belok. Luar, racun. 😂"
padma888999,8/2/2026, 09.13.18,0,"😢😢😢"
chrstiangio,8/2/2026, 09.11.54,0,"wah ahrusnya bayar pas seperti ini sehingga tidak terkuak masalah dibelakangnya😂"
ritamameeh,8/2/2026, 09.11.09,0,"Salah negara kita gaess,kita lahir ga bs mlh negara tp negara yg mlh kita rakyatnya yg sangat menerima kaya nya pemerintah😂"
satria.wijaya26,8/2/2026, 09.09.54,0,"Dhanny Hamidan, korupsi yang pinter dikit napa. Diikasi duit USD 30k, malah dikasi orang semua"
neofooturism,8/2/2026, 09.08.31,0,"7000? 🧃"
bouyyo_d_knight,8/2/2026, 09.07.17,0,"😂😂😂 ini cuma receh, yg proyek gong gede gak muncul"
toekangbuku,8/2/2026, 09.05.06,0,"banyak hal yg blum kebuka"
rmxcvi,8/2/2026, 09.04.18,0,"Anak buahnya memang kek asu"
tikasadja,8/2/2026, 09.04.15,0,"Yg bermain yg tengah,menteri akan sll berganti tp knp korupsi sll ada?? Krn yg bermain yg tengah.yg paham tata cara nya org lama.krn seharusnya jdi abdi negara pure itu g bs kaya,klo kaya ytta asalnya drmna"
_batajunior,8/2/2026, 09.02.17,0,"Titipan hahah"
safitristefani_09,8/2/2026, 09.01.55,0,"Saya doakan Pak Nadiem segera di bebaskan karna sudah terbukti tidak ada sepeserpun uang yg di tuduhkan korupsi, tangkap  dan adili mereka yg terlibat korupsi dan orang yg menuduh dan memfitnah pak Nadiem,"
bang_roonee,8/2/2026, 09.01.43,0,"ngeri ya di kemterian isinya maling, dan sepertinya sampai sat ini juga masih banyak malingnya, hanya saja Allah masih menutupi keburukannya"
kadekbarra,8/2/2026, 08.59.57,0,"Jokowi diadili woiii parah bener emang"
adrianirsanevolet,8/2/2026, 08.58.04,0,"Jadi jelas kan yg salah bukan produknya, bukan barangnya, tapi manusianya !! Mau barangnya windows, produknya windows, mau pengadaan IFP, manusianya yg bandel ngelakuin gratifikasi, emangnya pengadaan pake windows ga ada korupsi? Emangnya pengadaan IFP ga ada korupsi?? Semua pengadaan di Indonesia pasti ada korupsinya, tinggal si penjaga kebagian apa ngga nya aja, wong harga di inaproc semuanya pasti lebih mahal dari harga market."
mkndn.id,8/2/2026, 08.57.45,0,"buzzer vs buzzer. rakyat yg ga tau apa2 terframing. buzzer cuan taekk taekk"
_kelilingnusantara,8/2/2026, 08.57.16,0,"Dan yang seperti ini, PASTI TERJADI di semua instansi di NKRI (Negara Kesatuan Republik Innalillahi)"
edypurwoko16,8/2/2026, 08.52.58,0,"Anak buah nya yg kaya tai"
edgarhonggo,8/2/2026, 08.52.16,0,"Ojol ga demo bela beliau"
raineralvaro,8/2/2026, 08.51.50,0,"Setiap proyek pemerintah pejabat pasti minta jatah"
himaqueena,8/2/2026, 08.51.47,0,"Begini kok pak ndiem yg jadi tersangka 🥺😡 masak iya org mau korupsi tdk ambil uang sepeserpun. Gusti Allah mboten sare, semoga pak.nadiem segera dibebaskan dari segala tuduhan 🤲🏻🤲🏻"
apriston,8/2/2026, 08.50.16,0,"Buka semua pak Nadiem."
marini_rensini,8/2/2026, 08.47.59,0,"Semoga bebas pak mentri🔥🔥🔥"
ksatria182,8/2/2026, 08.47.33,0,"Mas mentri hanya satu dari sekian banyak contoh yg menjadi tumbal kekuasaan para elit koruptor di negeri konoha ini! #savenadim"
blue.phoenix72,8/2/2026, 08.44.41,0,"Bagi Nadim udah segitu receh sedangkan perusahaan dia mampu menghasilkan keuntungan Trilyunan, dan dia masuk ke pemerintah karena geng Oslo. Udah bagus berbisnis aja, kemampuan nya beliau di situ, malah masuk ke jajaran Kabinet, udah gitu Menteri Pendidikan pula. Semoga lekas kelar urusan mas Nadiem dan bisa bernafas lega, ini pasti bikin Trauma 7 turunan untuk gak usah berurusan dg pemerintah"
jailani_47,8/2/2026, 08.44.07,0,"Memang pejabat dan systemnya perlu di reformasi total"
anggarapetrik,8/2/2026, 08.42.03,0,"Tenang paling juga hakim dan KPK gk bisa usut smpai tuntas.. paling langsung vonis tanpa bukti kyak tom Lembong . Krna kalau diusut tuntas, bahkan berhadapan dengan keluarga Oslo 😂😂"
holafitriii_,8/2/2026, 08.39.44,1,"Kok pada enak banget yak mainin duitt padahal rakyatnya loh masih susah bahkan banyak yang lebih kerja diln tapi pemerintahnya b*go"
51vispacem_parabellum,8/2/2026, 08.39.43,0,"Yang terima uang itu siapa, kok Pak Nadiem yg ditangkap. Mikir dikit dong....."
iqbaldzi,8/2/2026, 08.38.10,0,"Wowwww"
deny.titawanno,8/2/2026, 08.36.58,0,"Emang harus ada undang"" hukum mati buat para koruptor. Udah gak ketolong"
it_is_thenewme,8/2/2026, 08.35.21,0,"Uang segitu klo d adain chromebook lg.. bisa seindonesia raya ini digitalisasi pembelajarannya"
j3y_fy,8/2/2026, 08.34.18,0,"Tau kan kalo birokrasi itu sdh kotor sampai ke bawah2nya. Makanya harus dibersihkan semua bukan cuma atasnya saja"
hana_syahara,8/2/2026, 08.31.53,0,"Ini baru 1 pengadaan bs jadi hampir semua pengadaan..cb disidik"
syailendratri31,8/2/2026, 08.29.48,0,"@kejaksaan.ri ....rudet"
hmi_atribut,8/2/2026, 08.29.46,0,"Bebaskan Nadiem, dia korban bobroknya birokrasi yg baru dikelolanya"
hendra588,8/2/2026, 08.28.30,0,"Dari seluruh kementerian & lembaga yaa yg pegang proyek itu pejabat PPK walaupun gunakan lelang online..."
harprast7,8/2/2026, 08.28.29,0,"Memang sdh bobrok pejabat2 indonesia...bejat....rampok terselubung.....setan......rakus.....maruq......bobfok dr kevel paling atas smpi bawah.......org2 pemerintahan lah yg buat rakyat indo sengsara.....semoga mrk ga sadar smpi akhir hayat shg neraka jahanam lah tempatnya"
fd.era,8/2/2026, 08.27.35,0,"meledak. tangkap dan adili"
ibu_rani_spensa_smart,8/2/2026, 08.27.21,0,"Semoga Allah memberikan kemudahan buat mas Nadim , semoga Allah memberikan kemudahan aamiin ya Allah 🤲🏻🤲🏻🤲🏻"
pentabook,8/2/2026, 08.26.46,0,"Nadiem dikelilingi para ""Brutus"""
aksaraaksar,8/2/2026, 08.26.29,0,"Negara ini perlu di restart dari awal sepertinya, terlalu banyak virusnya"
lubissyahalam,8/2/2026, 08.26.17,0,"Bukan dari dulu Maling Semua Ya Pejabatnya disana…. Ah pura pura nga tahu aja. Disana mah bukan maling lagi tapi Rampokkk"
noval.fahmi,8/2/2026, 08.26.15,0,"Kebenaran akan menemukan jalan"
iamrezanyoii,8/2/2026, 08.25.46,0,"sebenarnya, dan sebetulnya, semua perputaran uang dipemerintahan itu ya layaknya bagan diatas, budhet sekian, turun jadi sekian lalu begitu sampe paling dasar"
ilhamadityapranata,8/2/2026, 08.23.49,0,"Emamg yang anjing tuh pejabat cunguk cunguknya kementeriannya"
goentoersilviogumilar,8/2/2026, 08.23.25,0,"Tanggal 2 Februari 2026 itu hari Senin, sekarang saja tanggal 8. Bagaimana bisa ada sidang hari Selasa tanggal 2 Februari 2026? 😂"
tardjo89,8/2/2026, 08.22.07,0,"Kasusnya mirip bupati Cilacap yang sudah almarhum,  jadi tersangka karena. status/posisi sebagai penanggung jawab proyek walaupun tidak menikmati duitnya."
farismtqn99,8/2/2026, 08.20.46,0,"Kagak ada nama Nadiem nya, kenapa nadiem nya doang yang disorot sampe sidang melulu"
rlsptdy,8/2/2026, 08.20.45,0,"Selama koruptor ga di miskinkan dan di hukum Mati bakal kayak gini terus.."
huniy,8/2/2026, 08.20.20,0,"Udah paling bener ngegojek aja 😢"
fikriefr,8/2/2026, 08.19.49,3,"""sedikit rezeki"" senah😂"
andryharyonohanifandry,8/2/2026, 08.18.08,0,"@kejaksaan.ri @humasmahkamahagung @dpr_ri @prabowo"
adam.moeba,8/2/2026, 08.18.08,0,"BENAR KATA MAHFUD MD !"
aswindaaini,8/2/2026, 08.17.51,0,"😂😂😂😂ANCUR ANCUR ANCUR"
prayoga_doger,8/2/2026, 08.16.01,0,"Masa sepolos itu sekelas mentri😂😂"
yussufpurwanto,8/2/2026, 08.14.07,0,"pelaksana teknis begitu begitu"
bintangwijaye,8/2/2026, 08.13.42,0,"😂"
hannyrmd_,8/2/2026, 08.13.05,1,"Pantas saja pendidiksn indonesia gak maju-maju, gaji guru PAUD-SD masih ada yg 300rb, pejabat pendidikan yg korupsi PECAT SEMUA!! 🔥🔥🔥 @kemendikdasmen 😢😢😢"
argoo1987,8/2/2026, 08.11.31,0,"Hal seperti ini harus ditindak tegas. Pengadaan barang atas perintah menteri memang karena pasti eksekusinya dia tanda tangan. Namun pejabat eselon 1 juga harus tanggung jawab karena dia yang melaksanakan perintah terlebih sampe terima duit"
sanroos69,8/2/2026, 08.09.56,0,"Kalau ente bukan ketua partai politik dan ditawari jabatan menteri kabinet pemerintah, JANGAN MAU, apalagi yang jadi presiden cuma bisa omon omon."
dian.aliii,8/2/2026, 08.08.12,0,"Ai"
mr.rdpdwp,8/2/2026, 08.07.38,0,""
iryanti_pratiwi27,8/2/2026, 08.07.11,0,"Bagi2 nya merata😂,lsg full jail,Kemendikbud ""diangkut""50%😂"
andinprawoto,8/2/2026, 08.03.48,0,"Kebiasaannya emang gt"
retno_erwina,8/2/2026, 08.02.12,0,"Nma dikasih uang suap diam semua gk ada  pura gk tahu nsnti ketahun semua  siapa lagi  itu itu itu"
iwan.adiatma,8/2/2026, 07.59.48,0,"Proyek pembangunan jalan coba deh"
ayuwulan_s,8/2/2026, 07.59.30,0,"Ibarat air got, indonesia tuh udah hitam pekat banget airnya"
kefas_krisnoto,8/2/2026, 07.58.35,0,"😂"
efbiy_indonesia,8/2/2026, 07.58.29,0,"SIAPAPUN YANG ZOLIM AKAN MENERIMA KARMANYA......YAA ALLAH MAHA MENDENGAR DAN MAHA MENGETAHUI 🤲🙏🤲🙏🤲🙏"
susianilou,8/2/2026, 07.55.44,0,"Kenyataannya dunia pendidikan itu memang gelap. Mungkin gak sebesar korup tambang ya, tp hal begituan bener² ada. Padahal harusnya dunia ini sangat bersih. Krn dr situ calon² koruptor bertumbuh dg melihat KKN berkembang biak dr hal remeh ke serius 🙌"
vico0o0oo,8/2/2026, 07.54.54,2,"Dikadalin lo rim.."
hilmi_abdulllah,8/2/2026, 07.53.21,0,"Kembali ke gojek mas mentri 😢🔥"
bogorraining,8/2/2026, 07.52.02,0,"Pribumi nya maling semua tuh?"
mr.edhan,8/2/2026, 07.51.50,0,"rusak"
dedesudiahna,8/2/2026, 07.50.11,0,"oalah anjing emang mental korup semua..."
beny.yudi,8/2/2026, 07.48.22,0,"Mental kere… gratifikasi dibilang rejeki"
_ifanoo,8/2/2026, 07.48.01,0,"Mengembalikan tetap aja masuk aliran"
fifitsafitriii,8/2/2026, 07.47.54,0,"Enak bener....terima terima"
iyas120,8/2/2026, 07.47.46,0,"Ngeri busuk nya di dalam dan yang busuk2x itu sekarang masih di pemerintahan dan blm di sidang semua"
rickyprimansyah,8/2/2026, 07.45.59,0,"Beginilah kalo menterinya terlalu lurus dan jujur  jadi korban keculasan  anak buah dan org2 yg tdk bermoral di sekitarnya."
waliyanto27,8/2/2026, 07.44.08,0,"Knp jadi receh2"
triyantoadek,8/2/2026, 07.43.38,0,"Saya setuju Pa Nadhiem d bebaskan"
naluam272,8/2/2026, 07.41.58,0,"Intinya klo dalam pengadaan barang/jasa dipemerintahan itu ada di Pejabat Pembuat Komitmen (PPK) dan Kuasa Pengguna Anggaran (KPA) karena mereka eksekutor dalam pelaksanaan kegiatan bukan Pengguna Anggaran (PA) bila sudah didelegasikan kepada KPA dan PPK, dan PPK lah yang bertandatangan/mengadakan perikatan perjanjian kerja baik dalam bentuk SPK maupun kontrak kerja...."
kitchenset.murah.minimalis,8/2/2026, 07.40.57,0,"SIAPAPUN YANG JADI MENTERI DISITU BAKAL KENA KARNA MEMANG UDAH SAMPAH ISINYA. PECATIN AJA ITU PEJABAT DI KEMENTERIAN, KASIH PESANGON GAUSAH KASIH PENSIUNAN"
panther.2921785,8/2/2026, 07.39.41,0,"nadiem Benggali sumber petaka bagi pribumi di NKRI"
hamdangunadi,8/2/2026, 07.39.07,0,"Jir bhineka.com kena juga, sebelum e-commerce macem toped meledak udah 2 kali beli laptop di mari padahal"
kirnanda_ak,8/2/2026, 07.36.04,0,"apa iya pak menteri sepolos ini ?😂 btw, enak ya pak sewaktu jadi menteri ??😂 udahlah pak.. anda pun menikmati jabatan beserta fasilitasnya....😂"
lensa_tomy,8/2/2026, 07.35.42,0,"Klo jaksa salah apa bisa d tuntut balik? Apa pernah bgitu?"
janfrido_siahaan,8/2/2026, 07.35.41,0,"Ngeri keadilan di negeri ini, seperti negara para perampok."
ndilife24,8/2/2026, 07.35.35,0,"lah itu vendor bhineka.com cukup besar dan terkenal loh....😂😂😂"
arisdacandra,8/2/2026, 07.34.57,0,"Nadiem, seoranh si i eo perusahaan besar korup aja udah tanda tanya besar. Ternyata bener dugaan q anak buahnya pada lancang"
therdiyan,8/2/2026, 07.34.35,0,"terus triliun mana?"
risky_bond,8/2/2026, 07.34.25,0,"Terluat tapi tidak bisa tersenntuh kan?"
fadliadli168,8/2/2026, 07.33.10,0,"Tersangka kebobrokan pendidikan Indonesia dgn kurikulum buatan nya jd PD goblok kurikulum merdeka saking merdekanya PD gak belajar ga bisa baca ga bisa nulis bisa naik sekolah goblok"
danikrisnamurti,8/2/2026, 07.33.09,0,"Jaman orde baru korupsi dikendalikan pimpinan, setelah reformasi korupsi jadi liar, masing2 mencari keuntungan dan korupsi sendiri2."
meguwhy,8/2/2026, 07.31.13,0,"lawakan lagi"
umhy_boling23,8/2/2026, 07.29.26,0,"Sedikit lagi bapak akan dibebaskan oleh super hero. Tenang pak"
morreno.s,8/2/2026, 07.27.51,0,"Luhut mana kog ga ada"
si.iindra_,8/2/2026, 07.25.28,0,"Satu contoh banyak kejadian"
chairumiaminuddin,8/2/2026, 07.23.28,0,"Maaf Pak buk mau nanya apa bg hotman gk jd pengacara beliau lg?"
happyandlonglife,8/2/2026, 07.23.23,0,"Kenapa harus merindink? Ini konoha bung 🔥"
bonnie_sulastyo,8/2/2026, 07.21.49,0,"Kalo NM merasa tidak menerima uang panas 809 M spt yg dituduhkan,ya buktikan!!!"
h0w_pol,8/2/2026, 07.19.54,0,"Pak Nadiem adalah putra bangsa yg sdh banyak menolong banyak org di Indonesia..gojek..gofood, nyatanya membuka lapangan kerja..banyak ibu bisa membeli susu, banyak anak bisa sekolah, banyak keluarga bisa makan... 👏👏"
javazarkjr,8/2/2026, 07.17.44,0,"Panen panen.. 😂"
mocha_1897,8/2/2026, 07.16.43,0,"😂😂😂😂 bancakan rame rame bawahan e"
mohaeidar,8/2/2026, 07.15.53,0,"najisss hama , orang"" pintar padahal , kelakuan bisa jadi bajingan"
maruf_pandud,8/2/2026, 07.13.21,0,"Kebenaran akan mencari jaln nya meski pun menyakitkan"
jeulitabake,8/2/2026, 07.10.24,0,"Fakta dan Data   Semangat pak Nadiem👏🤲🏻"
neyy.milan,8/2/2026, 07.09.14,0,"Pak  nadiem 😢"
arnol_d646,8/2/2026, 07.07.48,0,"Kasus KORUPSI yang di tangani KEJAKSAAN ko gak jelas,,,"
afrizalsetiono,8/2/2026, 07.06.47,0,"Kelen rakyat indonesia ""POTONG GENERASI"" gak mau... Ya sudah.. bakal gitu terus.. ya kan bang @bennix.official"
mata_arie,8/2/2026, 07.04.43,0,"Ini yang dibilang kerugian trilyunan... Kocak banget, semangat mas Nadiem. Kebenaran akan menemukan jalannya"
rock_arifl,8/2/2026, 07.02.44,0,"dari awal lu udah salah langkah karna lu dilingkungan Mulyono"
m.rofiqihidayat,8/2/2026, 07.00.59,0,"😮"
kang_asnop,8/2/2026, 07.00.24,0,"kebanyakan atasan tidak tahu teknisnya..bawahan nya terutama panitia lelang,tahu bgmana cari cuan dari vendor 😂"
sdlc.sisfor,8/2/2026, 06.59.31,0,"Banyak banget nama nama khas etnis jawanya"
bapak.benjol,8/2/2026, 06.59.26,0,"Menurut saya justru ini jadi pintu masuk pengusutan potensi gratifikasi proyek² sebelumnya. Sudah berapa kali bhinneka supply barang? Apa saja berapa nilainya? Kemungkinan besar gratifikasi ada di setiap proyek sebelumnya"
bektisant,8/2/2026, 06.58.30,0,"...bancakan,selalu bermusyawarah untuk mufakat dan bergotong royong"
marianarahayur,8/2/2026, 06.58.07,0,"Masa amount nya cuman segitu, terlalu sedikit itu mah 😁"
kaban_kabanise,8/2/2026, 06.58.03,0,"Uang receh itu pun di level bawah"
hanipurwoko,8/2/2026, 06.57.24,0,"Begini jadinya kalo hukum jadi mainan politik kotor..😮"
fajri.nurrahmat,8/2/2026, 06.57.12,0,"Karena tujuannya emang Pak Nadiem."
heryanto_donny,8/2/2026, 06.56.44,0,"Org berpendidikan yg gayanya buat pendidikan anak negara tpi otak nya duiit duiit"
ba.stian1529,8/2/2026, 06.54.37,0,"Jangan takut kalo gak salah. Intinya anak buah yg bermainkan ya ? Saya gak kenal Nadiem, tapi terlihat dia orangnya jujur. Para direktur itu yg bermain. Kalo staf nurut aja"
level4700,8/2/2026, 06.54.26,0,"ternyata uang receh.... dasar pak jaksa... selalu bombastis di awal."
kromojambul,8/2/2026, 06.53.40,0,"SEDARI AWAL KASUS INI MENCUAT SAYA GA PERCAYA ATAU BAHKAN YAKIN KALAU MAS NADIEM INI TERLIBAT KASUS KORUPSI😢😢😢"
shirley_y_petrus,8/2/2026, 06.51.33,0,"Nah kan"
umikalsumjiwasmara,8/2/2026, 06.51.32,0,"Bapak td tgn dak pak? Klo td tgn nah itu bs jd alat bukti Bpk dianggap terlibat, smga diberi keadilan ya pak"
iqbal_1928_3017,8/2/2026, 06.51.00,0,"Udah ke drama Korea njingg alur korupsi nya banyak main bgt tangan"" yg mau korupsi astaghfirullah 😢😢😢"
abe_hakeem,8/2/2026, 06.46.20,0,"Nadiem punya proyek bagus tpi bawahan nya yg nauzubillah 😢dan yg kena getah nadiem 😢"
m150432,8/2/2026, 06.45.58,0,"Ahahaha semua instansi beginii lohhhhh ko yg diperiksa cuma kemendikbud aja?dn jd tumbal itu2 aja"
mrkaris,8/2/2026, 06.45.28,0,"Negara ini dh dikuasai para maling.."
bnuryant,8/2/2026, 06.44.56,0,"Memilih pemimpin indonesia kalo karakter rakyatnya kayak bawahan Nadiem alamat indonesia balik jaman VOC"
jsubagio,8/2/2026, 06.44.46,0,"Percuma semua terbukti pun. Ga ada yg berani panggil Jack ke pengadilan 😂."
george_982558,8/2/2026, 06.41.58,0,"Orang hebat selalu di hajar dinegeri ini."
blieko_toyota,8/2/2026, 06.35.36,0,"semangat pak nadim🔥🔥🔥"
jadiwijatmiko,8/2/2026, 06.34.29,0,"Anggota DPR yg jd makelar vendor nggak ditelusuri terima aliran dananya? 🤭"
dini_harsono,8/2/2026, 06.27.47,0,"Ya sekarang tugas mu pak untuk membebas kan mas mentri dr segala tuntutan yang salah 👏🙌🔥"
deaho.y,8/2/2026, 06.26.00,0,"Podaran lh"
monicakrismawaty,8/2/2026, 06.25.17,0,"Kasian jadi tumbal"
azmya_farm,8/2/2026, 06.19.56,0,"Percayalah hampir semua pejabat spt itu"
mido_latuconsina,8/2/2026, 06.15.56,0,"NADIEM LEBIH MERUSAK DR SOAL KORUPSI DAN GRATIFIKASI YAKNI MERUSAK SISTEM PENDIDIKAN SEHINGGA ANAK² GA BISA CALISTUNG ATAS NAMA KURIKULUM MERDEKA!!!!"
teuku__raffy,8/2/2026, 06.15.54,0,"Manusia² neraka mereka itu"
udheensip,8/2/2026, 06.14.45,0,"Bhinneka Mentari Dimensi,🤔🤔 nama yg tidak asing, dulu jaman toko oren, ijo dan merah blom marak, selain kaskus ane belanja online disini, trus pas dines ke Jakarta 2022 yg lalu kaget klo toko Bh*nneka.c*m sebelahan sama hotel temoat nginep di GunShar"
setyawanbudi64,8/2/2026, 06.14.44,0,"Karena Nadiem anak buah Jokowi"
lusyrifai,8/2/2026, 06.13.48,0,"USD 30,000 - (16.000+7.000+7.000)= Habis...kok ada angka rupiah lagi? Berarti nombok dong...maaf apa hitungan saya salah?"
sagaraja_bennikusyana,8/2/2026, 06.12.13,0,"yg ga terima uang jadi tersangka...yg terima uang jadi saksi 😂😂😂😂"
dedihamdani5,8/2/2026, 06.11.16,0,"hahaha... kerugian negara trilyunan, anak buah terima ratusan juta.... Bos bos dan juragan opung2 ndak mungkin lah nggak dapat yaahhh... jangan ngibul kalian 3"
prenkibiji,8/2/2026, 06.09.28,0,"Gak heran laah kalo gini., anak buah yg bertahun2 di departemen., bos nya anak kmrn sore mana tau. Hampir sama ama sri mulyani., dia tahu kelakuan anak2 buah malah dilindungi.,"
timorandiw,8/2/2026, 06.07.38,0,"Berarti kontrolnya kurang , iya sepakat sih kalimat mas Nadiem ""menyedihkan"" karna adab pejabat di lingkungan yang seharusnya mengajarkan adab malah biadab"
fisherman2206,8/2/2026, 06.07.26,0,"Yg udh sering main d proyek pemerintahan pasti sudah hafal kondisi kaya gini.. proyekan pemerintah harus ""rajin nyiram""🤣"
ferdi_fdj,8/2/2026, 06.03.05,0,"😢😢"
rimakayyisnafitsidrisarwi,8/2/2026, 06.00.41,0,"Smangat mas🔥"
hasanzain904,8/2/2026, 05.59.24,0,"Ternyata oengadaan ini memang dipenuhi pengkondisian😂"
swesti_ww,8/2/2026, 05.55.26,0,"Gak habis pikir sama negara sendiri sih... 😢"
mukiri_kinoshita,8/2/2026, 05.54.08,0,"cairrrr termul cairrrrrrr"
h4bib_g,8/2/2026, 05.53.58,0,"Bukan cm di SD, SMP, SMA Modelan proyek gini dah hampir di seluruh dinas n kampus2 negri, semua pejabat pada angkat tangan minta jatah duit 😂😂😂😂"
aribejo,8/2/2026, 05.51.57,0,"Jaangaan bingnung om @nadiemmakarim mereka tdk di target dan Anda di target ..."
sidarman15,8/2/2026, 05.49.49,0,"Super Bagus🧿𝗥𝗢𝗠𝗘𝗢𝟯𝟬𝟯🧿"
asydien,8/2/2026, 05.48.10,0,"BUMN sebenarnya lebih banyak bobroknya kali y"
mohammad_yazid89,8/2/2026, 05.47.24,0,"Enak ya ketahuan langsung di kembalikan..... Klo gak ketahuan gmn?"
bambs_hiker,8/2/2026, 05.47.06,0,"Berkomentarlah yg jujur berdasarkan data valid yg anda ketahui , jngn berdasarkan rasa kebencian lalu menulis komentar … itu sdh fitnah tak terbatas…krna komentar fitnah akan di baca sesama pembenci akan menyebar luas di komentarkan lagi … dri situlah dosa anda tak terputus hnya krna kebencian yg tanpa dasar… Pembenci selalu akan menggunakan kata” BUZZER kalo di sadarkan"
hengki.irawadi,8/2/2026, 05.47.02,0,"Pak nadiem terlalu percaya bawahan.... Hal wajar dimanfaatkan ""enaknya beliau memimpin"" Utk kepentingan pribadi bawahannya😢😢😢"
pakleknoel_,8/2/2026, 05.47.01,0,"Uang itu Gurih,segurih sajian MBG saat ini."
komangdidikmahendra,8/2/2026, 05.47.01,0,"Dhanny kirim ke banyak org, sama nombok ya klo dilihat dr bagannya?"
kevinjulio_caesar,8/2/2026, 05.45.56,0,"Logikanya ngapain coba pak mentri mau korup.. dengan uang begitu sangat kecil baginya dengan omset dri gojek termasuk perusahan beromset triliunan🔥 ternyata anak buahnya yg ga bener.. para pejabat di kementrian msih banyak yg mental korup padahal udh skolah tinggi2.. ada jabatan dirut di suatu bidang dll.. mental ancur korup.. dibandingkan dengan tukang parkir mereka lebih terhormat dri pada anda para pejabat yg korup😏"
herooetomo2,8/2/2026, 05.40.52,0,"Kalo ekor ya ikut kepala....ky uler aj..kl ngg ada kepala..yg ngg ada ekor..haaaaa"
dadi_home,8/2/2026, 05.40.48,0,"Raja Jawa aman ?"
ronymaulana1009,8/2/2026, 05.38.03,0,"L"
sixxants08,8/2/2026, 05.37.54,0,"Sesuai skenario bandar..😂😂😂"
quinzayuri,8/2/2026, 05.37.27,0,"Kan di bilang mw ganti presiden mentri itu cuma kepala yg bangsat tuh ya bawahan mentrinya itu sendiri,, yg asli koruptor ya bawah mentri klo mw berubah bongkar gedungnya , smua kementrian"
mhimhibunda_jibril,8/2/2026, 05.36.13,0,"Biasanya bawahan mainnya lebih sadis, pimpinan yang bersih gak tau apa-apa di belakang, keadilan untuk Mas Menteri, orang jujur selalu menemukan keadilannya, kalau gak di dunia, pasti di akhirat😍"
