username,timestamp,likes,komentar
bfihan,30/6/2026, 18.59.30,0,"Hakim hati hati karna anda telah disumpah untuk menegakan keadilan,"
ipul.islam,30/6/2026, 18.59.23,0,"Gas nepalkan"
a_shda7,30/6/2026, 18.59.18,0,"Iblis aja takut sama jokowi, seharusnya dia aktornya yang harus ditangkap.. Semoga allah azza wajalla melaknat penguasa yang zholim.. Aamiin allahumma aamiin"
d4_d12i,30/6/2026, 18.59.00,0,"Si Jack ngekeh2 dan malah keliling2 untuk mendapatkan suara anaknya 2029 masih lama jack asoe"
n_khsanh,30/6/2026, 18.58.59,0,"@prabowo"
anipza96,30/6/2026, 18.58.51,0,"Sungguh hukum yg sangat² tidak adil..."
guardian_bela71,30/6/2026, 18.58.44,0,"ROY SURYO AJA DI SIDANG PDAHAL IJAZAH SUSAH AMAT NGELUARIN YG ASLI"
fajarwo20,30/6/2026, 18.58.42,0,"SEMANGAT MAS @nadiemmakarim  insya Allah mereka akan kena azab seberat2nya dan kita semua akan tepuk tangan dan sujud syukur ketika mereka diazab dan dipertontonkan di depan dunia aamiin"
t.s.d.89,30/6/2026, 18.58.30,0,"Dunia n isinya memang tidak ada keadilan, yg ada penuh dengan kemunafikan, kebusukan n kerakusan. Keadilan cuma bisa didapat dari Allah Bapa di surga, mintalah n berdoa kesana."
umi_hani4,30/6/2026, 18.58.25,0,"😢😢😢😢"
cucumarlinaesa,30/6/2026, 18.58.24,0,"😢😢😢"
budi.1146,30/6/2026, 18.58.04,0,"JOKOWI EMANG ANJIING . DUIT SUDAH TERIMA DARI NADIEM KINI NADIEM NYA DI ABAIKAN BEGITU SAJA . BAHKAN HAKIM YANG DI SUAP"
2muhammadbrother,30/6/2026, 18.58.01,0,"Parah emang nih jaman..rezim yg sangat aneh banget.."
muhamad_.alif,30/6/2026, 18.57.40,0,"Kalian kalau ditawarin JD Mentri percaya sama saya nasib nya berakhir di ujung seperti ini jujur tumbal apa lagi GK jujur game over di awal"
joull_23,30/6/2026, 18.57.37,0,"Seandainya dukun santet itu nyata coba santet malam ini juga semua  hakim tadi"
burhannnn_9,30/6/2026, 18.57.35,0,"Karena akhirat ghoib jadi mereka gak pada takut, insya Allah derajat pak nadiem sedang Allah angkat pakk"
indra_sukamoto,30/6/2026, 18.57.28,0,"Semoga Tuhan YMK segera mencabut nyawa orang"" yg menzalimi Pak Nadiem. Sehat slalu Pak."
azjay7266,30/6/2026, 18.57.27,0,"Si joko"
alexander951620,30/6/2026, 18.57.21,0,""
bac021_,30/6/2026, 18.57.11,0,"Masyarakat  kaga ngenain bang. Negara raja terakhir bang. Masuk kuping kiri keluar kuping kanan bang🙏"
t3ha07,30/6/2026, 18.57.06,0,"Allah SWT yang akan bantu bapak 🤲🏻🤲🏻🤲🏻"
mbeg_gambeg,30/6/2026, 18.57.04,0,"LAKNAT"
nurulaini_ch,30/6/2026, 18.57.04,0,"Ya allah sedih liatnya😢 semoga allah sellu menjaga bpk dan bpk dpt keadilan😢"
cahyanurudin,30/6/2026, 18.57.02,0,"Semoga menemukan jalannya untuk keadilan BPK Nadim Makarim"
uneeess,30/6/2026, 18.56.59,0,"semoga hakimnya selama hidupnya ga  tenang. keluarganya dan para hakim akan segera memanen hasil kejahatan dan ketidakadilan yg udh mereka pertontonkan ke masyarakat Indonesia"
maspam.official,30/6/2026, 18.56.59,0,"Parah si..hakimnya nutup mata kesaksian dan fakta persidangan"
irgifadilahsidiq,30/6/2026, 18.56.55,0,"JOKOWI LAGI KETAWA LIAT INI"
kadirudin30,30/6/2026, 18.56.55,0,"Institusi2 Hukum bobrok sudah di beli oleh komplotan bajingan PKI biadab keberlanjutan maling2 korup jokowi luhut cs saat ini🔥. #tangkapadilijokowiluhut"
nuy.nurmala,30/6/2026, 18.56.54,0,"IMAN LOE Lemah Pak😢"
nasirudinmanan,30/6/2026, 18.56.52,0,"jaksanya termu, hakimnya juga termul. #savenadiemmakarim 🥀💔😶😔"
herisusanto6135,30/6/2026, 18.56.52,0,"Minta tolong kepada ALLAH SWT lah,makanya jngan terlalu tunduk sama Fir'aun JOKODOG"
nancy.nayla,30/6/2026, 18.56.51,0,"La hawla walaa quwwata Illa biLLAH"
charlottee_katakuri,30/6/2026, 18.56.48,0,"Langsung aja bilang pak, sebenarnya saya tidak mau gabung ke pemerintahan. Tapi jiwa saya mengabdi utk negara. Kenyataannya saya dijebak dan diperlakukan tidak adil. Untung kagak, buntung iya"
willteja,30/6/2026, 18.56.43,0,"Lanjut ke MAHKAMAH AGUNG"
victoria.elfina,30/6/2026, 18.56.41,0,"💔💔💔💔"
tianna_zha,30/6/2026, 18.56.33,0,"Ya Tuhan 😢😢"
ritarejeki11,30/6/2026, 18.56.33,0,"😢😢😢😢😢"
solihin4949,30/6/2026, 18.56.31,0,"Tolonglah pak @hotmanparisofficial  beri keadilan ,benarkan hukum indonesia ini"
imeldadyliannatobing,30/6/2026, 18.56.27,0,"Ada hukum Tuhan yg lebih dahsyat pak untuk orang2 yg sewenang-wenang dengan kekuasaan saat ini . Percayalah pak .. 🙏🤗"
firdausadamfirmansyah,30/6/2026, 18.56.26,0,"Buka DAK kementrian zamannya nadiem siapa tau meringankan dia 🔥🔥🔥"
irma_niji,30/6/2026, 18.56.17,0,"Ya Allah...😢"
pisananyu,30/6/2026, 18.56.16,0,"Semua hakim itu atas perintah prio solo itu,"
fb_riders6,30/6/2026, 18.56.09,0,"Jokowi lolos terus di pangggilan pengadilan, tau"" Nadiem di penjara???😂"
permatarentalcar,30/6/2026, 18.56.07,0,"❤️Subhanallah Allahuakbar Alhamdulillah😍"
sanimudrikah,30/6/2026, 18.56.04,0,"💔💔"
gina_prnm,30/6/2026, 18.55.47,0,"Semoga dapet kebebasan kaya pak Tom 🔥"
the_virgo16,30/6/2026, 18.55.44,0,"ADILI JOKOWII"
setiajiedwin,30/6/2026, 18.55.43,0,"Ditunggu demonya guys"
herdee21,30/6/2026, 18.55.30,1,"Sudah saatnya kita semua, anda dan rakyat Indonesia ini, minta tolong langsung ke Boss Besar yaitu Tuhan Yang Maha Esa Maha Kuasa dan Maha Besar karena sudah di dzolimi terlalu lama oleh pemerintah dan kroco2nya, Pak Nadiem Makarim"
ayahbengbengs,30/6/2026, 18.55.20,0,"Ga percaya tuhan sih"
m.syukron_7,30/6/2026, 18.55.15,0,"Udah bagus jadi pengusaha malah gabung ke lingkaran setan😂😂"
anummah,30/6/2026, 18.55.13,0,"Sudah habis kata² buat mereka pak.. semoga Allah melindungi mu, netijen mendukungmu .. doamu sekarang sangat mudah menembus langit pak.. 💦"
aldorifann,30/6/2026, 18.55.10,0,"Gaji hakim naik 300% tp kinerjanya malah turun 😂😂"
xilemdude3,30/6/2026, 18.55.01,0,"Ayo rakyat bergerak adili  jaksa dan hakimnya. Biar mereka tau g bs semena2"
refresh.industries,30/6/2026, 18.54.55,6,"Sabar dan ikhlas ya pak.. Percayalah Kebenaran akan menemukan jalannya .👏👏👏"
pisgi28,30/6/2026, 18.54.50,0,"Negara sakit"
alfiitria,30/6/2026, 18.54.49,0,"Keadilan hanya di akhirat"
anet_alifa,30/6/2026, 18.54.43,1,"Pertolongan Allah nyata pak, yg sabar ya… kami semua dorong doa"
rohiimahh_,30/6/2026, 18.54.41,0,"😢"
farid.pakaya,30/6/2026, 18.54.40,0,"😢😢"
firmansyah_nur_syamsi,30/6/2026, 18.54.35,0,"Ngeri banget hakimnya, nggak ada takut-takutnya sama pengadilan akhirat"
nusky_97,30/6/2026, 18.54.33,0,"😢"
46_diku,30/6/2026, 18.54.29,0,"mulyono tokai"
sumedang_banget,30/6/2026, 18.54.19,8,"😮😮"
rohanahasn_1212,30/6/2026, 18.54.13,0,"Harapan bapak adalah kepada Allah SWT, semoga ada hikmahnya dari semua yg di alami bpk."
pajrinakbar93,30/6/2026, 18.54.04,0,"RIP Hukum di indonesia😢😢"
rex_so88,30/6/2026, 18.54.00,0,"Saya ngak percaya kebenaran masih ada"
armanmaulana6297,30/6/2026, 18.53.58,0,"Kasus pembunuhan yang sudah jelas ada buktinya dihukum kurang dari 1 tahun.  Kasus korupsi chromebook yang buktinya belum kuat dihukum 10th + denda ratusan M.  Keadilan sosial bagi seluruh rakyat Indonesia sepertinya sudah tidak terlihat lagi"
omah_etan87,30/6/2026, 18.53.55,0,"Pak hakim…. Mungkin anda selamat hari ini.. tunggu hari itu tiba"
susiana.ester,30/6/2026, 18.53.45,0,"Tenang pa Nadiem penghakiman HAKNYA Tuhan Biar pa Nadiem sekarang diperlakukan seperti itu tapi nanti ada waktunya Tuhan akan memperlakukan orang yg sudah membuat pak nadiem seperti itu"
zhafranafifah01,30/6/2026, 18.53.41,0,"Anggaran nya d perbesar lgi pak"
ciacii_3,30/6/2026, 18.53.32,0,"😭💔"
kristantoarifwibowo,30/6/2026, 18.53.30,0,"KORBAN POLITIK"
nofidafi,30/6/2026, 18.53.30,0,"💔💔"
aditya.vitriani,30/6/2026, 18.53.28,0,"Minta tolong kepada ALLAH yg Maha Berkuasa, Maha Bijaksana, Maha Adil."
damslaaa,30/6/2026, 18.53.26,0,"@gojekindonesia HIJAUKAN ! KALIAN ADA KARENA ORANG INI"
wildanrizaa_,30/6/2026, 18.53.26,0,"Pahlawan wowo akan datang"
sitaadexrdw,30/6/2026, 18.53.20,1,"🥀🥀🥀 RA"
cahndesooficial_,30/6/2026, 18.53.15,0,"Miris jokonjing"
kikimarstiana,30/6/2026, 18.53.15,0,"Beliau pasti menyesal pernah menjadikan mentri"
jayaendri,30/6/2026, 18.53.08,0,"Gadss kita demo untuk bebaskan pak nadim"
rambitsa,30/6/2026, 18.52.50,0,"Kebanyakan drama 😂"
dirty_ofs,30/6/2026, 18.52.48,0,"😢😢😢"
w19dry_4u1i4_,30/6/2026, 18.52.38,0,"Akibat mau jadi menteri di era Jokowi mendingan jadi CEO gojek aman pak...sabar pak sujud minta doa sama yg maha kuasa semoga yg dzolim kalah selamanya"
ardianto_nugroho17,30/6/2026, 18.52.36,0,"Terimakasih atas dedikasinya pak. Tetap semangat. Adukan sama Tuhan pak 🔥🔥"
furqanahudaya,30/6/2026, 18.52.34,1,"Yg beneran buka lapangan kerja segitu byknya di bui, yg omon - omon disembah"
had.pov,30/6/2026, 18.52.30,0,"Ayok bantu pak nadhiem 😢"
zizaboo,30/6/2026, 18.52.29,0,"😢"
adrianirsanevolet,30/6/2026, 18.52.26,0,"Rakyat sedang melihat negara ngerampok harta mantan menteri yg tidak pernah terbukti terima aliran uang korupsi alih-alih mempidanakan para PPK yg jelas terbukti dan bersaksi menerima gratifikasi uang belasan ribu USD 👏👏👏"
yaaashibalsekia,30/6/2026, 18.52.25,0,"Pelajaran hidup buat orang diluar sana stop jadi pahlawan negara ampas, mending hidup nyaman pulang kerja kumpul keluarga weekend keluar makan dibanding sok ngabdi buat negara gak jelas yang ada penjara 10 tahun buang"" nyawa"
pisanggorengsuperlegit,30/6/2026, 18.52.25,0,"😢😢"
prenkibiji,30/6/2026, 18.52.24,0,"Doa Nadiem kepada Allah SWT., itu utama dan semuanya.. doa terus 🤲🏼"
dumasari.nasution18,30/6/2026, 18.52.23,0,"Menikmati jadi Mentri akhir nya zonk"
yulianaderi,30/6/2026, 18.52.21,0,"💔💔💔💔😭😭😭"
rafarafka86,30/6/2026, 18.52.21,0,"Sehat selalu pak, semoga segera di azab orang2 yang dzalim ke BPK... AAMIIN YA ALLAH"
vannyconstantia,30/6/2026, 18.52.18,0,"😭😭"
adiecull,30/6/2026, 18.52.15,0,"Sosok pencipta jutaan lapangan pekerjaan untuk masyarakat Indonesia,,, malah di balas negara seperti ini..."
pramadipta_bob,30/6/2026, 18.52.12,0,"Bukalah semuanya secara jujur termasuk andil dan peran Jokowi…., jangan ditutupi…, kalo tetap ditutupi ya tanggung sendiri lah…"
niaamelia28,30/6/2026, 18.52.02,0,"Yaa Allah tolongin 😢😭😭"
arrael_,30/6/2026, 18.51.59,0,"korupsi timah 300T, bansos triliunan prosesnya bisa smooth penuh kompromi, giliran Nadiem bkin hemat 3,6T lewat ChromeOS gratisan, hukumannya segila ini. the math is completely not mathing! our law enforcement is a certified clown show!!"
hayu_utami,30/6/2026, 18.51.55,0,"😢😢😢"
sanjayajoyoningrat,30/6/2026, 18.51.49,0,"Hanya Mahasiswa yang bisa menyelamatkan"
stnurulrahmaa,30/6/2026, 18.51.48,0,"Jadi tahu kenapa gaji hakim dinaekkan ???? 🥹"
vivirizekia,30/6/2026, 18.51.42,0,"😢😢😢"
rinahsmwt,30/6/2026, 18.51.39,0,"Sementara itu dalangnya lagi main raja rajaan di lampung😢"
adityaelmal,30/6/2026, 18.51.37,0,"Dosa jokowi luar biasa ckckck sungkem firaun"
sriulinatarigan.tambak,30/6/2026, 18.51.36,89,"Turut berduka cita untk para Hakim,Jaksa dan juga Keadilan yg ada di indonesia..semoga amal ibadah para hakim diterima sama Tuhan.."
diaritoneyraya,30/6/2026, 18.51.36,0,"Saya akan turut mendoakan mu Pak #Nadiem , TUHAN YME, TUHAN Yang Maha Adil, Kiranya mengawal perkara ini, Agar Kiranya Mendapatkan Keadilan dalam perkara ini.🙏🏽"
awank_a.gunawan,30/6/2026, 18.51.30,0,"Sayangnya Aparat negara ini hampir 80% menjadi keparat,🔥🔥🔥"
moh_taruf,30/6/2026, 18.51.29,0,"Kesalahan anda dan team hanya satu, terlalu percaya sama @jokowi"
naomissy8,30/6/2026, 18.51.25,0,"Jgn berharap kpd manusia pak. Langitkan lg doa"" anda di 1/3 mlm. Bagi AllaaH tdk ada yg tdk mungkin. Trs berdoa, serahkan semua mslh anda ke AllaaH."
juniant_eco,30/6/2026, 18.51.20,0,"Jokotol koq gak di panggil"
marsyanggraini,30/6/2026, 18.51.16,0,"😭💔"
ria.ulfah,30/6/2026, 18.51.12,0,"😢😢😢😢"
aditia_warman10,30/6/2026, 18.51.11,0,"Ya Alloh pak"
prastqq,30/6/2026, 18.50.59,1,"kliatannya setelah ini dpr protes trus prabowo kasih abolisi... kek tom lembong kmaren"
zainiekaputra96,30/6/2026, 18.50.58,0,"Di pengadilan akhirat mereka tidak akan mengelak pak , semangatt pak nadiem makarim 😢😢"
s_apriyanti,30/6/2026, 18.50.56,2,"Inget ya semua..kalo punya anak pinter..kuliah di LN ato kerja di LN jgn suruh mengabdi sm negara..kalo perlu kita ikut mereka aj deh"
windri.widya,30/6/2026, 18.50.47,0,"😢😢"
palupi350,30/6/2026, 18.50.45,0,"😢😢😢😢😢😢"
mimilu__,30/6/2026, 18.50.38,0,"😢😢😢😢😢😢😢😢😢😢😢"
rizalfrisyan,30/6/2026, 18.50.30,1,"Semoga cepat terjadi revolusi agar negara kembali normal dan di pimpin oleh orang orang yg cinta sama bangsa dan negara, seperti semangat para pejuang kemerdekaan 1945.🙏🤝"
tretno,30/6/2026, 18.50.29,0,"Hasbunallah wanikmal wakil"
rie_farhaqi,30/6/2026, 18.50.20,0,"Saved Nadim Makariem"
bundazakii,30/6/2026, 18.50.10,0,"😭"
guillermo_dii,30/6/2026, 18.50.09,0,"Tiba2 mas prab jd superhero dadakan😂"
annerisdaa,30/6/2026, 18.50.03,0,"RIP keadilan"
hendra.ipul,30/6/2026, 18.49.58,0,"Semangat pak insyaallah keadilan akan datang, nextnya gak usah lg ikut2 politik ya pak."
d.aditya.g31,30/6/2026, 18.49.54,1,"Hijaukan 🔥"
iwankenrianto,30/6/2026, 18.49.47,13,"Batman yg kemrn viral dimana ya? Mana tau oknum2 kejahatan mw dilakban sm dia jg 😂😂"
khsnndhif,30/6/2026, 18.49.29,0,"Pahlawan kesiangan nanti akan datang wkwkw"
leni_handoyo,30/6/2026, 18.49.28,0,"Tuhan tidak tidur pak ..."
mbaknda,30/6/2026, 18.49.14,0,"Aktor dibalik semua ini masih bisa hidup enak tuh.. yakin lah kebenaran akan menemukan jalan nya 🙏🏻"
acintyapoenya,30/6/2026, 18.49.13,0,"Terimakasih bapak.. kami selalu mendukung apapun itu.. biarkan Hukum Tuhan Bapak yg bekerja.."
xxabzhdnn,30/6/2026, 18.49.06,0,"Jokowi ngga bisa nolong itu ?"
noviawijaya1816,30/6/2026, 18.48.49,0,"Itu hakim nya Lupa kya nya kalau ada malaikat Raqib Atid yg mencatat amal buruk/baik nya dan ada malaikat Izrail yg mencabut nyawa nya"
dendra_f39,30/6/2026, 18.48.41,0,"Dalangnya siapa"
lambe_tipiz,30/6/2026, 18.48.39,0,"Mantab...brantas terus korupsi. Mendekam ke penjara mjd efek jera."
ezzhampiem,30/6/2026, 18.48.37,0,"Tumbal geng solo"
yulia.vanezia,30/6/2026, 18.48.35,0,"Jadi orang jujur di indonesia adalah sebuah kejahatan😢"
luhdewiie,30/6/2026, 18.48.34,0,"😢"
samuel_nandri,30/6/2026, 18.48.32,1,"Pindah negara pak , selamat kan diri kalian masing masing"
danaprioritas.id,30/6/2026, 18.48.31,0,"Jika sedang mencari solusi dana tunai dengan jaminan BPKB mobil atau motor, kami siap membantu proses pengajuan dengan pendampingan hingga pencairan. 📩 DM untuk informasi dan simulasi perhitungan cepat."
herry.bg,30/6/2026, 18.48.19,0,"Anak bangsa yg berkontribusi untuk bangsanya harus dipenjarakan dengan hukum yg tidak layak."
dkristanto404,30/6/2026, 18.48.18,0,"Tumbal jokowi"
wise11700,30/6/2026, 18.48.17,0,"Astaghfirullah 😮😮😮 JAKSA & HAKIM DIBAYAR PAKAI PAJAK RAKYAT koq MERUSAK & PEMPERMAINKAN PENGADILAN 👎👎👎 MENGHAMBA pada UANG 👎👎👎 Negara ini dibawah JOKOWI TIDAK AMAN bagi ORANG2 PINTAR 👈👈 mereka di #KRIMINALISASI seperti #NadiemMakarim sudah membuka JUTAAN LAPANGAN KERJA di GOJEK malah DIBALAS  AIR TUBA oleh HAKIM  PENGHAMBA UANG 👈 juga kedzaliman pada #TomLembong dll ... 10 tahun dibawah REZIM #ijazahPALSU  HUKUM DIRUSAK ✅️ Makzulkan si #FUFUFAFA WAPRES GAK LULUS SMA👎👎👎"
putu_yunii30,30/6/2026, 18.48.17,0,"😢😢😢😢😢"
laaibajee258_,30/6/2026, 18.48.11,0,"😢😢😢"
rizkisandhita,30/6/2026, 18.48.10,0,"Kezholiman akan hancur pak Allah bersama pak nadim"
ryan_sembiring23,30/6/2026, 18.48.07,1,"Berawal nya naik nya Gaji Hakim yg gak ngotak"
arwaliliya,30/6/2026, 18.47.59,0,"Dunia memang terasa begitu tidak adil ketika sebuah vonis masih menyisakan begitu banyak tanda tanya di benak publik. Hari ini seseorang bisa dipuja karena gagasannya, besok bisa berdiri sebagai terdakwa di ruang sidang. Entah sejarah nanti akan membuktikan siapa yang benar, tetapi satu hal yang pasti bahwa keadilan bukan hanya tentang adanya putusan, melainkan juga tentang keyakinan publik bahwa prosesnya benar-benar bersih, independen, dan bebas dari kepentingan. Sebab ketika kepercayaan terhadap hukum runtuh, yang kalah bukan hanya satu orang, melainkan seluruh bangsa."
sriramadhan12_,30/6/2026, 18.47.54,0,"😢"
herry.bg,30/6/2026, 18.47.48,0,"Miris Hukum Di Indonesia.."
4j_v_r_s,30/6/2026, 18.47.47,0,"😢😢"
anaalexsa,30/6/2026, 18.47.37,0,"Ya allah ikut mewek pak....smoga bpk mendapatkan keadilan ..."
shareenia99,30/6/2026, 18.47.35,0,"😢"
darim_79,30/6/2026, 18.47.32,0,"Tanggapannya dong pak @mohmahfudmd  bang @hotmanparisofficial beliau ini bersalah gk menurut pandangan 'Hukum"" anda anda ????"
aimvionz,30/6/2026, 18.47.30,0,"AYO PLEASE GOJEK2 GAK ADA YG BERKUMPUL DAN BERGERAK APA😢😢😢😢😢 STU2NYA CARA CUMA ITU KYKNYA BERKUMPUL BERSUARA!!!"
mihaucaucau,30/6/2026, 18.47.30,0,"Owi mana owi"
henildestari,30/6/2026, 18.47.26,0,"Rakyat harus bersatu"
elsafatmawati,30/6/2026, 18.47.25,0,"💔"
ratnakn__,30/6/2026, 18.47.25,0,"Ya Allah😭"
jakarta_magazine,30/6/2026, 18.47.23,0,"Hakim Andi pasti cair"
faridlennon,30/6/2026, 18.47.21,0,"Pak nadiem disidang, sedangkan sijoko asik main raja raja'an. Bajingan memang"
ermawati_hasibuan,30/6/2026, 18.47.14,0,"😢"
prehyass,30/6/2026, 18.47.06,0,"Satu² nya cara 2029 hrs pada melek jangan pilih gerombolan solo and genk , pecat semua bawahan mereka , semoga ahok bener mau nyalon"
asepsetiawan8067,30/6/2026, 18.47.02,0,"Jokowi kemananaaaa"
andi.fitriandi,30/6/2026, 18.46.58,0,"Sabar pak. Jalani. Ingatlah Nabi Yusuf AS pun difitnah dan dimasukkan ke penjara, tapi kemudian dia mendapatkan kemulyaan oleh Allah SWT."
rima_nov,30/6/2026, 18.46.54,0,"😢😢😢😢"
yantibalikpapan3gmail,30/6/2026, 18.46.35,0,"Hukum konoha"
ariswansyah17,30/6/2026, 18.46.34,0,"Info titik kumpul"
bunda_sachbinnum,30/6/2026, 18.46.32,0,"Cukuplah allah yg jd penolongmu pak...."
yenifitriyawatii,30/6/2026, 18.46.31,0,"SEMOGA ALLAH SWT MEMBERIKAN MUKZIZAT UNTUK BAPAK...🤲🤲🤲🤲🙏🙏🙏🙏"
ariyanto_wibisono,30/6/2026, 18.46.30,0,"Waktunya netijen bekerja"
teti.lope,30/6/2026, 18.46.28,0,"Hanya Allah SWT yg mampu menolong bapak,"
syifasyauqina,30/6/2026, 18.46.25,0,"Hakimnya mungkin ngerasa hidupnya kekal kali ya 🥹"
sitikholifah_shifa,30/6/2026, 18.46.21,0,"Panggil jokowi"
ivitrys,30/6/2026, 18.46.14,0,"Setiap fitnah ada balasannya. Kebenaran akan tetap menjadi kebenaran, meski sesaat tertutup oleh kebohongan. Waktu akan membuktikan segalanya. ALLAH always bless you Pak"
yudha.ardiyanto,30/6/2026, 18.46.12,0,"Tuhan tidak tidur"
adiesaputraa,30/6/2026, 18.46.10,0,"💔💔💔"
hi_strbaaery,30/6/2026, 18.46.06,0,"Sabar yang luas ya pak 😭💔"
bimbel_habibi,30/6/2026, 18.46.01,3,"Pak Nadiem mengadulah pada Allah, kami para guru pun ngga ikhlas anda masuk penjara."
vus_bataklady,30/6/2026, 18.46.01,0,"Mahkamah international?"
attreus_10,30/6/2026, 18.45.57,0,"@prabowo"
zefanya_marshal,30/6/2026, 18.45.46,0,""
_turianti,30/6/2026, 18.45.46,0,"Semangaat pak nadem alah pasti akan ungkap kebenaran"
yukinobeats,30/6/2026, 18.45.33,0,"All In sikat jokowi 🖕"
nug8679,30/6/2026, 18.45.31,0,"😂😂😂😂😂, bentar lagi "" ditolong "" sama om wowo paling... jd kliatan hero drama tuh paling"
viinii919320,30/6/2026, 18.45.31,0,"tolong dong pak @prabowo ,kasus ini ngk ada kerugian negara,ngk ada yg masuk kantong beliau,tapi dihukum sedemikian rupa 😢"
citra0289,30/6/2026, 18.45.24,0,"Skolah2 yg dpt chromebook balikin lah ke negara buat meringankan uang pengganti pak nadiem"
lutfy_hanny,30/6/2026, 18.45.24,0,"😢🥀"
scc.dendy24,30/6/2026, 18.45.24,0,"@prabowo serius kau nda ada buat angkat bicara soal kebenaran mw smpai kpan woo kau diam aja"
diditserva,30/6/2026, 18.45.08,0,"Harusnya pimpinanya ikut bertanggung jawab"
laddy_ivonne,30/6/2026, 18.44.58,0,"Sabarrrr ya pak..smoga 2 th lagi ada ratu adil yng memberikan amnesti🔥"
hanihaniyah_646,30/6/2026, 18.44.56,0,"Allohu Akbar pak Nadiem"
andri.permana17,30/6/2026, 18.44.49,0,"😢😢😢"
fharrrn,30/6/2026, 18.44.45,0,"Apakah nanti ada pahlawan kesiangan????"
ariyaniidwi,30/6/2026, 18.44.43,0,"Saya dukung Pak Nadiem ❤️"
julia_fahh,30/6/2026, 18.44.43,0,"Gue Jadi penging ngrukiah hakim😭😭"
keke_kinomoto,30/6/2026, 18.44.30,0,"Bukan bapak yang seharusnya bertanggung jawab😢"
fhastaricho,30/6/2026, 18.44.27,0,"😢😢"
rosidisuwandi,30/6/2026, 18.44.26,0,"Yuuukkk ditunggu nepal nya"
azka_07_shop_,30/6/2026, 18.44.24,0,"Do'akan orng² yg sudah zolim ke Bpk... InshaAllah nanti Allah balas rasa sakit Bpk 😢"
rikucay,30/6/2026, 18.43.48,0,"proyek atas arahan presiden & tidak terbukti memperkaya diri sendiri tapi dihukum lebih berat dari korupsi 371T 😂"
yunal.rialfi,30/6/2026, 18.40.53,0,"Dulu harusnya ku tolak jadi menteri mulyono, kan terkenal dia bilang sudah tapi belum? Lah koq tanyaksaaayaaa??? Tunggu aja terungkap ijazahnya bodong"
ibnu_jhon3,30/6/2026, 18.40.07,0,"Sulit pak...hanya sabar itupun jika masih ada"
helenamth_macduff,30/6/2026, 18.43.01,0,"Tunggu ganti President , yg President nya  tidak di bawah atau tidak takut dan tidak berkolusi dgn Jolowi , jadi masuk 3 thn kalau terpilih President baru yg spt itu bisa dapat Remisi"
fabykeany68,30/6/2026, 18.42.40,41,"RESTORASI JUSTICE FOR NADIEM MAKARIM.  BEBASKAN YAA"
aji_vibes29,30/6/2026, 18.43.00,0,"tenang masih ada Allah pak"
saebisaebi08,30/6/2026, 18.41.58,0,"❤️"
mrdhnay,30/6/2026, 18.41.14,1,"RIP Justice😢"
joendsw,30/6/2026, 18.43.55,0,"hukum bajingan... yg bikin warga  bangsa yg brilian ogah utk mengabdi utk negara.. pindah WN.... sistemnya harus d ganti., harus"
dwijati966,30/6/2026, 18.39.56,0,"Akhirnya di penjara juga yg salah tetap salah..dengan menggunakan jabatan dan kewenangan nya dia korupsi terselubung dan gratifikasi..apakah selama menjadi Mentri dia tidak dzalim 😂 coba yg tau tau aja..."
bu_rhan3727,30/6/2026, 18.42.06,0,"Sedangkan mantan bos besarnya malah keluyuran keliling Indonesia... Yg sabar mas Nadiem.... Allah tidak tidur kok..."
yudi.stira1717,30/6/2026, 18.41.32,0,"Org berduit dan jujur gk di sukai pemerintah korup ."
accesssidd,30/6/2026, 18.41.22,0,"Ajukan ke Mahkamah Internasional pak nadiem"
mas_max_mex,30/6/2026, 18.43.43,0,"Gawendeng Negri ini pantes 2030 wasalam"
hilmaadnan,30/6/2026, 18.43.43,0,"Pak nadiem.  Kelak azab allah bagi mereka yang telah menzolimi bapak..ya allah tunjukkanlah kekuasaanMu.. kebenaranMu. ."
adawiyahafizah,30/6/2026, 18.44.15,0,"Ke Allah aj pak minta tlg nya,,,"
jogja_virall,30/6/2026, 18.41.28,0,"Bikin #website di @masterwebjogja kak. Murah.. Mulai 899k..! Gratis maintenance & update konten selama 1 tahun ke depan**...!"
edwin.pribadi.77,30/6/2026, 18.43.44,0,"korupsi bagaimana pun canggihnya bisa terlacak .. Kita menggaungkan UU hukuman mati bagi pelaku korupsi dan perampasan aset ( dimiskinkan ) koruptor🙌😢😢"
bajuszfatir07,30/6/2026, 18.43.36,0,"@prabowo @dpr_ri buka mati hati .. mati itu pasti akhirat pasti hati2 bapak2"
asmarsubakti,30/6/2026, 18.42.47,0,"Halo Pak @prabowo @kejaksaan.ri dia berbuat pasti ada yg menyuruh dn menyetujui. Mana mungkin menteri bertindak presiden ga tau apalagi sekelas project.. knapa aman aman saja yg atasannya... Mana janji keadilan yg diucapkan saat kampanye apa cuma omon omon.. atau joget joget aja"
vandsapta,30/6/2026, 18.42.15,0,"😢😢😢"
jeslyyptbd,30/6/2026, 18.42.23,0,"😢😢"
t0suella,30/6/2026, 18.43.44,0,"😢"
vykhirino,30/6/2026, 18.41.04,0,"Tangggapannya prof @mohmahfudmd"
jasalogo.bisnis,30/6/2026, 18.42.46,0,"keadilan di dunia mungkin ngga ada pak tapi keadilan di akhirat yakinlah😢😢"
